Product,Market,Month,Value
MegaTwin,Argentina,Mar-08,136
MegaTwin,Argentina,Apr-08,140
MegaTwin,Argentina,May-08,137
MegaTwin,Argentina,Jun-08,137
MegaTwin,Argentina,Jul-08,134
MegaTwin,Argentina,Aug-08,138
MegaTwin,Argentina,Sep-08,145
MegaTwin,Argentina,Oct-08,150
MegaTwin,Argentina,Nov-08,147
MegaTwin,Argentina,Dec-08,152
MegaTwin,UK,Jan-07,34
MegaTwin,UK,Feb-07,38
MegaTwin,UK,Mar-07,35
MegaTwin,UK,Apr-07,36
MegaTwin,UK,May-07,35
MegaTwin,UK,Jun-07,45
MegaTwin,UK,Jul-07,40
MegaTwin,UK,Aug-07,34
MegaTwin,UK,Sep-07,41
MegaTwin,UK,Oct-07,37
MegaTwin,UK,Nov-07,45
MegaTwin,UK,Dec-07,42
MegaTwin,UK,Jan-08,43
MegaTwin,UK,Feb-08,51
MegaTwin,UK,Mar-08,46
MegaTwin,UK,Apr-08,52
MegaTwin,UK,May-08,51
MegaTwin,UK,Jun-08,58
MegaTwin,UK,Jul-08,49
MegaTwin,UK,Aug-08,48
MegaTwin,UK,Sep-08,50
MegaTwin,UK,Oct-08,57
MegaTwin,UK,Nov-08,49
MegaTwin,UK,Dec-08,57
MegaTwin,France,Jan-07,89
MegaTwin,France,Feb-07,94
MegaTwin,France,Mar-07,104
MegaTwin,France,Apr-07,104
MegaTwin,France,May-07,108
MegaTwin,France,Jun-07,114
MegaTwin,France,Jul-07,98
MegaTwin,France,Aug-07,103
MegaTwin,France,Sep-07,108
MegaTwin,France,Oct-07,117
MegaTwin,France,Nov-07,114
MegaTwin,France,Dec-07,121
MegaTwin,France,Jan-08,129
MegaTwin,France,Feb-08,142
MegaTwin,France,Mar-08,140
MegaTwin,France,Apr-08,150
MegaTwin,France,May-08,153
MegaTwin,France,Jun-08,155
MegaTwin,France,Jul-08,146
MegaTwin,France,Aug-08,146
MegaTwin,France,Sep-08,148
MegaTwin,France,Oct-08,153
MegaTwin,France,Nov-08,160
MegaTwin,France,Dec-08,155
MegaTwin,Germany,Jan-07,35
MegaTwin,Germany,Feb-07,33
MegaTwin,Germany,Mar-07,30
MegaTwin,Germany,Apr-07,36
MegaTwin,Germany,May-07,39
MegaTwin,Germany,Jun-07,39
MegaTwin,Germany,Jul-07,35
MegaTwin,Germany,Aug-07,39
MegaTwin,Germany,Sep-07,35
MegaTwin,Germany,Oct-07,37
MegaTwin,Germany,Nov-07,37
MegaTwin,Germany,Dec-07,40
MegaTwin,Germany,Jan-08,48
MegaTwin,Germany,Feb-08,49
MegaTwin,Germany,Mar-08,47
MegaTwin,Germany,Apr-08,49
MegaTwin,Germany,May-08,47
MegaTwin,Germany,Jun-08,54
MegaTwin,Germany,Jul-08,44
MegaTwin,Germany,Aug-08,50
MegaTwin,Germany,Sep-08,45
MegaTwin,Germany,Oct-08,48
MegaTwin,Germany,Nov-08,52
MegaTwin,Germany,Dec-08,56
MegaTwin,Spain,Jan-07,27
MegaTwin,Spain,Feb-07,31
MegaTwin,Spain,Mar-07,32
MegaTwin,Spain,Apr-07,34
MegaTwin,Spain,May-07,33
MegaTwin,Spain,Jun-07,33
MegaTwin,Spain,Jul-07,27
MegaTwin,Spain,Aug-07,29
MegaTwin,Spain,Sep-07,32
MegaTwin,Spain,Oct-07,35
MegaTwin,Spain,Nov-07,35
MegaTwin,Spain,Dec-07,29
MegaTwin,Spain,Jan-08,37
MegaTwin,Spain,Feb-08,33
MegaTwin,Spain,Mar-08,36
MegaTwin,Spain,Apr-08,39
MegaTwin,Spain,May-08,38
MegaTwin,Spain,Jun-08,41
MegaTwin,Spain,Jul-08,41
MegaTwin,Spain,Aug-08,36
MegaTwin,Spain,Sep-08,42
MegaTwin,Spain,Oct-08,44
MegaTwin,Spain,Nov-08,39
MegaTwin,Spain,Dec-08,41
MegaTwin,Italy,Jan-07,88
MegaTwin,Italy,Feb-07,92
MegaTwin,Italy,Mar-07,90
MegaTwin,Italy,Apr-07,97
MegaTwin,Italy,May-07,104
MegaTwin,Italy,Jun-07,106
MegaTwin,Italy,Jul-07,94
MegaTwin,Italy,Aug-07,97
MegaTwin,Italy,Sep-07,104
MegaTwin,Italy,Oct-07,109
MegaTwin,Italy,Nov-07,111
MegaTwin,Italy,Dec-07,114
MegaTwin,Italy,Jan-08,122
MegaTwin,Italy,Feb-08,131
MegaTwin,Italy,Mar-08,134
MegaTwin,Italy,Apr-08,139
MegaTwin,Italy,May-08,146
MegaTwin,Italy,Jun-08,146
MegaTwin,Italy,Jul-08,135
MegaTwin,Italy,Aug-08,132
MegaTwin,Italy,Sep-08,135
MegaTwin,Italy,Oct-08,139
MegaTwin,Italy,Nov-08,151
MegaTwin,Italy,Dec-08,153
MegaTwin,China,Jan-07,0
MegaTwin,China,Feb-07,9
MegaTwin,China,Mar-07,7
MegaTwin,China,Apr-07,1
MegaTwin,China,May-07,0
MegaTwin,China,Jun-07,0
MegaTwin,China,Jul-07,4
MegaTwin,China,Aug-07,6
MegaTwin,China,Sep-07,1
MegaTwin,China,Oct-07,8
MegaTwin,China,Nov-07,1
MegaTwin,China,Dec-07,7
MegaTwin,China,Jan-08,7
MegaTwin,China,Feb-08,2
MegaTwin,China,Mar-08,2
MegaTwin,China,Apr-08,6
MegaTwin,China,May-08,4
MegaTwin,China,Jun-08,7
MegaTwin,China,Jul-08,4
MegaTwin,China,Aug-08,1
MegaTwin,China,Sep-08,6
MegaTwin,China,Oct-08,0
MegaTwin,China,Nov-08,6
MegaTwin,China,Dec-08,0
MegaTwin,Japan,Jan-07,57
MegaTwin,Japan,Feb-07,61
MegaTwin,Japan,Mar-07,56
MegaTwin,Japan,Apr-07,58
MegaTwin,Japan,May-07,59
MegaTwin,Japan,Jun-07,59
MegaTwin,Japan,Jul-07,61
MegaTwin,Japan,Aug-07,69
MegaTwin,Japan,Sep-07,64
MegaTwin,Japan,Oct-07,68
MegaTwin,Japan,Nov-07,75
MegaTwin,Japan,Dec-07,70
MegaTwin,Japan,Jan-08,72
MegaTwin,Japan,Feb-08,81
MegaTwin,Japan,Mar-08,77
MegaTwin,Japan,Apr-08,79
MegaTwin,Japan,May-08,84
MegaTwin,Japan,Jun-08,85
MegaTwin,Japan,Jul-08,83
MegaTwin,Japan,Aug-08,86
MegaTwin,Japan,Sep-08,94
MegaTwin,Japan,Oct-08,90
MegaTwin,Japan,Nov-08,91
MegaTwin,Japan,Dec-08,94
ST900,US,Jan-07,43
ST900,US,Feb-07,40
ST900,US,Mar-07,40
ST900,US,Apr-07,46
ST900,US,May-07,40
ST900,US,Jun-07,45
ST900,US,Jul-07,39
ST900,US,Aug-07,35
ST900,US,Sep-07,37
ST900,US,Oct-07,35
ST900,US,Nov-07,33
ST900,US,Dec-07,39
ST900,US,Jan-08,41
ST900,US,Feb-08,31
ST900,US,Mar-08,31
ST900,US,Apr-08,35
ST900,US,May-08,30
ST900,US,Jun-08,33
ST900,US,Jul-08,27
ST900,US,Aug-08,26
ST900,US,Sep-08,32
ST900,US,Oct-08,30
ST900,US,Nov-08,33
ST900,US,Dec-08,32
ST900,Canada,Jan-07,9
ST900,Canada,Feb-07,7
ST900,Canada,Mar-07,5
ST900,Canada,Apr-07,2
ST900,Canada,May-07,5
ST900,Canada,Jun-07,3
ST900,Canada,Jul-07,6
ST900,Canada,Aug-07,9
ST900,Canada,Sep-07,7
ST900,Canada,Oct-07,8
ST900,Canada,Nov-07,4
ST900,Canada,Dec-07,6
ST900,Canada,Jan-08,8
ST900,Canada,Feb-08,2
ST900,Canada,Mar-08,6
ST900,Canada,Apr-08,9
ST900,Canada,May-08,2
ST900,Canada,Jun-08,3
ST900,Canada,Aug-08,7
ST900,Canada,Sep-08,3
ST900,Canada,Oct-08,8
ST900,Canada,Nov-08,3
ST900,Canada,Dec-08,1
ST900,Brazil,Jan-07,19
ST900,Brazil,Feb-07,17
ST900,Brazil,Mar-07,20
ST900,Brazil,Apr-07,17
ST900,Brazil,May-07,21
ST900,Brazil,Jun-07,18
ST900,Brazil,Jul-07,17
ST900,Brazil,Aug-07,20
ST900,Brazil,Sep-07,14
ST900,Brazil,Oct-07,18
ST900,Brazil,Nov-07,17
ST900,Brazil,Dec-07,16
ST900,Brazil,Jan-08,13
ST900,Brazil,Feb-08,18
ST900,Brazil,Mar-08,18
ST900,Brazil,Apr-08,18
ST900,Brazil,May-08,15
ST900,Brazil,Jun-08,18
ST900,Brazil,Jul-08,15
ST900,Brazil,Aug-08,17
ST900,Brazil,Sep-08,15
ST900,Brazil,Oct-08,17
ST900,Brazil,Nov-08,15
ST900,Brazil,Dec-08,11
ST900,Argentina,Jan-07,76
ST900,Argentina,Feb-07,79
ST900,Argentina,Mar-07,72
ST900,Argentina,Apr-07,68
ST900,Argentina,May-07,69
ST900,Argentina,Jun-07,75
ST900,Argentina,Jul-07,65
ST900,Argentina,Aug-07,68
ST900,Argentina,Sep-07,61
ST900,Argentina,Oct-07,65
ST900,Argentina,Nov-07,60
ST900,Argentina,Dec-07,66
ST900,Argentina,Jan-08,60
ST900,Argentina,Feb-08,60
ST900,Argentina,Mar-08,57
ST900,Argentina,Apr-08,63
ST900,Argentina,May-08,60
ST900,Argentina,Jun-08,53
ST900,Argentina,Jul-08,51
ST900,Argentina,Aug-08,55
ST900,Argentina,Sep-08,51
ST900,Argentina,Oct-08,54
ST900,Argentina,Nov-08,53
ST900,Argentina,Dec-08,46
ST900,UK,Jan-07,41
ST900,UK,Feb-07,45
ST900,UK,Mar-07,46
ST900,UK,Apr-07,47
ST900,UK,May-07,47
ST900,UK,Jun-07,41
ST900,UK,Jul-07,34
ST900,UK,Aug-07,39
ST900,UK,Sep-07,35
ST900,UK,Oct-07,40
ST900,UK,Nov-07,37
ST900,UK,Dec-07,37
ST900,UK,Jan-08,34
ST900,UK,Feb-08,37
ST900,UK,Mar-08,37
ST900,UK,Apr-08,41
ST900,UK,May-08,34
ST900,UK,Jun-08,41
ST900,UK,Jul-08,36
ST900,UK,Aug-08,33
ST900,UK,Sep-08,32
ST900,UK,Oct-08,32
ST900,UK,Nov-08,35
ST900,UK,Dec-08,28
ST900,France,Jan-07,64
ST900,France,Feb-07,59
ST900,France,Mar-07,58
ST900,France,Apr-07,64
ST900,France,May-07,65
ST900,France,Jun-07,58
ST900,France,Jul-07,50
ST900,France,Aug-07,51
ST900,France,Sep-07,46
ST900,France,Oct-07,48
ST900,France,Nov-07,48
ST900,France,Dec-07,50
ST900,France,Jan-08,53
ST900,France,Feb-08,47
ST900,France,Mar-08,53
ST900,France,Apr-08,50
ST900,France,May-08,48
ST900,France,Jun-08,48
ST900,France,Jul-08,44
ST900,France,Aug-08,46
ST900,France,Sep-08,39
ST900,France,Oct-08,40
ST900,France,Nov-08,43
ST900,France,Dec-08,38
ST900,Germany,Jan-07,39
ST900,Germany,Feb-07,46
ST900,Germany,Mar-07,43
ST900,Germany,Apr-07,43
ST900,Germany,May-07,41
ST900,Germany,Jun-07,45
ST900,Germany,Jul-07,41
ST900,Germany,Aug-07,41
ST900,Germany,Sep-07,33
ST900,Germany,Oct-07,34
ST900,Germany,Nov-07,38
ST900,Germany,Dec-07,32
ST900,Germany,Jan-08,36
ST900,Germany,Feb-08,38
ST900,Germany,Mar-08,36
ST900,Germany,Apr-08,34
ST900,Germany,May-08,36
ST900,Germany,Jun-08,38
ST900,Germany,Jul-08,35
ST900,Germany,Aug-08,28
ST900,Germany,Sep-08,29
ST900,Germany,Oct-08,30
ST900,Germany,Nov-08,25
ST900,Germany,Dec-08,30
ST900,Spain,Jan-07,42
ST900,Spain,Feb-07,42
ST900,Spain,Mar-07,44
ST900,Spain,Apr-07,43
ST900,Spain,May-07,45
ST900,Spain,Jun-07,44
ST900,Spain,Jul-07,33
ST900,Spain,Aug-07,32
ST900,Spain,Sep-07,31
ST900,Spain,Oct-07,34
ST900,Spain,Nov-07,32
ST900,Spain,Dec-07,38
ST900,Spain,Jan-08,40
ST900,Spain,Feb-08,37
ST900,Spain,Mar-08,36
ST900,Spain,Apr-08,38
ST900,Spain,May-08,37
ST900,Spain,Jun-08,31
ST900,Spain,Jul-08,28
ST900,Spain,Aug-08,25
ST900,Spain,Sep-08,33
ST900,Spain,Oct-08,31
ST900,Spain,Nov-08,32
ST900,Spain,Dec-08,24
ST900,Italy,Jan-07,53
ST900,Italy,Feb-07,52
ST900,Italy,Mar-07,56
ST900,Italy,Apr-07,50
ST900,Italy,May-07,48
ST900,Italy,Jun-07,54
ST900,Italy,Jul-07,44
ST900,Italy,Aug-07,48
ST900,Italy,Sep-07,42
ST900,Italy,Oct-07,40
ST900,Italy,Nov-07,46
ST900,Italy,Dec-07,40
ST900,Italy,Jan-08,50
ST900,Italy,Feb-08,46
ST900,Italy,Mar-08,47
ST900,Italy,Apr-08,49
ST900,Italy,May-08,43
ST900,Italy,Jun-08,40
ST900,Italy,Jul-08,38
ST900,Italy,Aug-08,34
ST900,Italy,Sep-08,39
ST900,Italy,Oct-08,40
ST900,Italy,Nov-08,35
ST900,Italy,Dec-08,35
ST900,China,Jan-07,55
ST900,China,Feb-07,49
ST900,China,Mar-07,45
ST900,China,Apr-07,51
ST900,China,May-07,49
ST900,China,Jun-07,47
ST900,China,Jul-07,44
ST900,China,Aug-07,45
ST900,China,Sep-07,44
ST900,China,Oct-07,43
ST900,China,Nov-07,46
ST900,China,Dec-07,41
ST900,China,Jan-08,40
ST900,China,Feb-08,45
ST900,China,Mar-08,44
ST900,China,Apr-08,42
ST900,China,May-08,42
ST900,China,Jun-08,34
ST900,China,Jul-08,42
ST900,China,Aug-08,34
ST900,China,Sep-08,32
ST900,China,Oct-08,32
ST900,China,Nov-08,33
ST900,China,Dec-08,34
ST900,Japan,Jan-07,45
ST900,Japan,Feb-07,48
ST900,Japan,Mar-07,41
ST900,Japan,Apr-07,39
ST900,Japan,May-07,38
ST900,Japan,Jun-07,41
ST900,Japan,Jul-07,46
ST900,Japan,Aug-07,42
ST900,Japan,Sep-07,43
ST900,Japan,Oct-07,44
ST900,Japan,Nov-07,36
ST900,Japan,Dec-07,34
ST900,Japan,Jan-08,39
ST900,Japan,Feb-08,32
ST900,Japan,Mar-08,40
ST900,Japan,Apr-08,36
ST900,Japan,May-08,33
ST900,Japan,Jun-08,35
ST900,Japan,Jul-08,33
ST900,Japan,Aug-08,28
ST900,Japan,Sep-08,36
ST900,Japan,Oct-08,29
ST900,Japan,Nov-08,32
ST900,Japan,Dec-08,34
ST1200,US,Jan-07,58
ST1200,US,Feb-07,62
ST1200,US,Mar-07,64
ST1200,US,Apr-07,56
ST1200,US,May-07,60
ST1200,US,Jun-07,56
ST1200,US,Jul-07,60
ST1200,US,Aug-07,57
ST1200,US,Sep-07,55
ST1200,US,Oct-07,61
ST1200,US,Nov-07,64
ST1200,US,Dec-07,59
ST1200,US,Jan-08,60
ST1200,US,Feb-08,67
ST1200,US,Mar-08,65
ST1200,US,Apr-08,67
ST1200,US,May-08,64
ST1200,US,Jun-08,63
ST1200,US,Jul-08,66
ST1200,US,Aug-08,68
ST1200,US,Sep-08,62
ST1200,US,Oct-08,62
ST1200,US,Nov-08,66
ST1200,US,Dec-08,67
ST1200,Canada,Jan-07,13
ST1200,Canada,Feb-07,16
ST1200,Canada,Mar-07,10
ST1200,Canada,Apr-07,17
ST1200,Canada,May-07,18
ST1200,Canada,Jun-07,15
ST1200,Canada,Jul-07,19
ST1200,Canada,Aug-07,17
ST1200,Canada,Sep-07,11
ST1200,Canada,Oct-07,14
ST1200,Canada,Nov-07,17
ST1200,Canada,Dec-07,12
ST1200,Canada,Jan-08,18
ST1200,Canada,Feb-08,11
ST1200,Canada,Mar-08,16
ST1200,Canada,Apr-08,14
ST1200,Canada,May-08,16
ST1200,Canada,Jun-08,15
ST1200,Canada,Jul-08,16
ST1200,Canada,Aug-08,13
ST1200,Canada,Sep-08,16
ST1200,Canada,Oct-08,14
ST1200,Canada,Nov-08,15
ST1200,Canada,Dec-08,14
ST1200,Brazil,Jan-07,58
ST1200,Brazil,Feb-07,60
ST1200,Brazil,Mar-07,53
ST1200,Brazil,Apr-07,55
ST1200,Brazil,May-07,56
ST1200,Brazil,Jun-07,60
ST1200,Brazil,Jul-07,60
ST1200,Brazil,Aug-07,54
ST1200,Brazil,Sep-07,54
ST1200,Brazil,Oct-07,56
ST1200,Brazil,Nov-07,63
ST1200,Brazil,Dec-07,61
ST1200,Brazil,Jan-08,62
ST1200,Brazil,Feb-08,59
ST1200,Brazil,Mar-08,65
ST1200,Brazil,Apr-08,59
ST1200,Brazil,May-08,66
ST1200,Brazil,Jun-08,62
ST1200,Brazil,Jul-08,64
ST1200,Brazil,Aug-08,61
ST1200,Brazil,Sep-08,59
ST1200,Brazil,Oct-08,68
ST1200,Brazil,Nov-08,65
ST1200,Brazil,Dec-08,62
ST1200,Argentina,Jan-07,86
ST1200,Argentina,Feb-07,91
ST1200,Argentina,Mar-07,91
ST1200,Argentina,Apr-07,91
ST1200,Argentina,May-07,96
ST1200,Argentina,Jun-07,97
ST1200,Argentina,Jul-07,91
ST1200,Argentina,Aug-07,93
ST1200,Argentina,Sep-07,89
ST1200,Argentina,Oct-07,98
ST1200,Argentina,Nov-07,93
ST1200,Argentina,Dec-07,93
ST1200,Argentina,Jan-08,97
ST1200,Argentina,Feb-08,101
ST1200,Argentina,Mar-08,100
ST1200,Argentina,Apr-08,107
ST1200,Argentina,May-08,108
ST1200,Argentina,Jun-08,102
ST1200,Argentina,Jul-08,106
ST1200,Argentina,Aug-08,107
ST1200,Argentina,Sep-08,101
ST1200,Argentina,Oct-08,103
ST1200,Argentina,Nov-08,105
ST1200,Argentina,Dec-08,108
ST1200,UK,Jan-07,93
ST1200,UK,Feb-07,101
ST1200,UK,Mar-07,95
ST1200,UK,Apr-07,103
ST1200,UK,May-07,109
ST1200,UK,Jun-07,109
ST1200,UK,Jul-07,92
ST1200,UK,Aug-07,97
ST1200,UK,Sep-07,99
ST1200,UK,Oct-07,101
ST1200,UK,Nov-07,100
ST1200,UK,Dec-07,103
ST1200,UK,Jan-08,110
ST1200,UK,Feb-08,114
ST1200,UK,Mar-08,114
ST1200,UK,Apr-08,116
ST1200,UK,May-08,118
ST1200,UK,Jun-08,119
ST1200,UK,Jul-08,108
ST1200,UK,Aug-08,113
ST1200,UK,Sep-08,106
ST1200,UK,Oct-08,106
ST1200,UK,Nov-08,112
ST1200,UK,Dec-08,115
ST1200,France,Jan-07,81
ST1200,France,Feb-07,81
ST1200,France,Mar-07,82
ST1200,France,Apr-07,95
ST1200,France,May-07,97
ST1200,France,Jun-07,92
ST1200,France,Jul-07,82
ST1200,France,Aug-07,85
ST1200,France,Sep-07,88
ST1200,France,Oct-07,83
ST1200,France,Nov-07,85
ST1200,France,Dec-07,87
ST1200,France,Jan-08,100
ST1200,France,Feb-08,100
ST1200,France,Mar-08,95
ST1200,France,Apr-08,108
ST1200,France,May-08,109
ST1200,France,Jun-08,111
ST1200,France,Jul-08,91
ST1200,France,Aug-08,96
ST1200,France,Sep-08,100
ST1200,France,Oct-08,93
ST1200,France,Nov-08,102
ST1200,France,Dec-08,99
ST1200,Germany,Jan-07,27
ST1200,Germany,Feb-07,23
ST1200,Germany,Mar-07,22
ST1200,Germany,Apr-07,23
ST1200,Germany,May-07,22
ST1200,Germany,Jun-07,27
ST1200,Germany,Jul-07,25
ST1200,Germany,Aug-07,20
ST1200,Germany,Sep-07,26
ST1200,Germany,Oct-07,21
ST1200,Germany,Nov-07,26
ST1200,Germany,Dec-07,24
ST1200,Germany,Jan-08,30
ST1200,Germany,Feb-08,23
ST1200,Germany,Mar-08,25
ST1200,Germany,Apr-08,30
ST1200,Germany,May-08,29
ST1200,Germany,Jun-08,27
ST1200,Germany,Jul-08,29
ST1200,Germany,Aug-08,23
ST1200,Germany,Sep-08,23
ST1200,Germany,Oct-08,31
ST1200,Germany,Nov-08,22
ST1200,Germany,Dec-08,29
ST1200,Spain,Jan-07,95
ST1200,Spain,Feb-07,89
ST1200,Spain,Mar-07,95
ST1200,Spain,Apr-07,99
ST1200,Spain,May-07,97
ST1200,Spain,Jun-07,107
ST1200,Spain,Jul-07,94
ST1200,Spain,Aug-07,93
ST1200,Spain,Sep-07,90
ST1200,Spain,Oct-07,98
ST1200,Spain,Nov-07,91
ST1200,Spain,Dec-07,97
ST1200,Spain,Jan-08,104
ST1200,Spain,Feb-08,104
ST1200,Spain,Mar-08,113
ST1200,Spain,Apr-08,110
ST1200,Spain,May-08,116
ST1200,Spain,Jun-08,118
ST1200,Spain,Jul-08,107
ST1200,Spain,Aug-08,100
ST1200,Spain,Sep-08,102
ST1200,Spain,Oct-08,105
ST1200,Spain,Nov-08,104
ST1200,Spain,Dec-08,106
ST1200,Italy,Jan-07,67
ST1200,Italy,Feb-07,66
ST1200,Italy,Mar-07,68
ST1200,Italy,Apr-07,64
ST1200,Italy,May-07,70
ST1200,Italy,Jun-07,68
ST1200,Italy,Jul-07,62
ST1200,Italy,Aug-07,64
ST1200,Italy,Sep-07,60
ST1200,Italy,Oct-07,65
ST1200,Italy,Nov-07,68
ST1200,Italy,Dec-07,62
ST1200,Italy,Jan-08,74
ST1200,Italy,Feb-08,74
ST1200,Italy,Mar-08,72
ST1200,Italy,Apr-08,73
ST1200,Italy,May-08,76
ST1200,Italy,Jun-08,84
ST1200,Italy,Jul-08,72
ST1200,Italy,Aug-08,74
ST1200,Italy,Sep-08,71
ST1200,Italy,Oct-08,74
ST1200,Italy,Nov-08,70
ST1200,Italy,Dec-08,72
ST1200,China,Jan-07,99
ST1200,China,Feb-07,100
ST1200,China,Mar-07,100
ST1200,China,Apr-07,100
ST1200,China,May-07,101
ST1200,China,Jun-07,100
ST1200,China,Jul-07,109
ST1200,China,Aug-07,111
ST1200,China,Sep-07,103
ST1200,China,Oct-07,104
ST1200,China,Nov-07,110
ST1200,China,Dec-07,107
ST1200,China,Jan-08,109
ST1200,China,Feb-08,108
ST1200,China,Mar-08,110
ST1200,China,Apr-08,118
ST1200,China,May-08,117
ST1200,China,Jun-08,120
ST1200,China,Jul-08,113
ST1200,China,Aug-08,121
ST1200,China,Sep-08,116
ST1200,China,Oct-08,124
ST1200,China,Nov-08,120
ST1200,China,Dec-08,122
ST1200,Japan,Jan-07,98
ST1200,Japan,Feb-07,99
ST1200,Japan,Mar-07,107
ST1200,Japan,Apr-07,108
ST1200,Japan,May-07,107
ST1200,Japan,Jun-07,106
ST1200,Japan,Jul-07,110
ST1200,Japan,Aug-07,105
ST1200,Japan,Sep-07,109
ST1200,Japan,Oct-07,110
ST1200,Japan,Nov-07,113
ST1200,Japan,Dec-07,112
ST1200,Japan,Jan-08,113
ST1200,Japan,Feb-08,108
ST1200,Japan,Mar-08,116
ST1200,Japan,Apr-08,109
ST1200,Japan,May-08,111
ST1200,Japan,Jun-08,112
ST1200,Japan,Jul-08,116
ST1200,Japan,Aug-08,121
ST1200,Japan,Sep-08,118
ST1200,Japan,Oct-08,116
ST1200,Japan,Nov-08,119
ST1200,Japan,Dec-08,124
ST1200R,US,Jan-07,76
ST1200R,US,Feb-07,73
ST1200R,US,Mar-07,79
ST1200R,US,Apr-07,77
ST1200R,US,May-07,83
ST1200R,US,Jun-07,88
ST1200R,US,Jul-07,88
ST1200R,US,Aug-07,90
ST1200R,US,Sep-07,86
ST1200R,US,Oct-07,88
ST1200R,US,Nov-07,95
ST1200R,US,Dec-07,101
ST1200R,US,Jan-08,103
ST1200R,US,Feb-08,109
ST1200R,US,Mar-08,104
ST1200R,US,Apr-08,116
ST1200R,US,May-08,117
ST1200R,US,Jun-08,121
ST1200R,US,Jul-08,109
ST1200R,US,Aug-08,117
ST1200R,US,Sep-08,121
ST1200R,US,Oct-08,118
ST1200R,US,Nov-08,121
ST1200R,US,Dec-08,124
ST1200R,Canada,Jan-07,67
ST1200R,Canada,Feb-07,75
ST1200R,Canada,Mar-07,77
ST1200R,Canada,Apr-07,78
ST1200R,Canada,May-07,81
ST1200R,Canada,Jun-07,80
ST1200R,Canada,Jul-07,85
ST1200R,Canada,Aug-07,80
ST1200R,Canada,Sep-07,88
ST1200R,Canada,Oct-07,84
ST1200R,Canada,Nov-07,93
ST1200R,Canada,Dec-07,95
ST1200R,Canada,Jan-08,99
ST1200R,Canada,Feb-08,100
ST1200R,Canada,Mar-08,107
ST1200R,Canada,Apr-08,105
ST1200R,Canada,May-08,106
ST1200R,Canada,Jun-08,111
ST1200R,Canada,Jul-08,105
ST1200R,Canada,Aug-08,117
ST1200R,Canada,Sep-08,111
ST1200R,Canada,Oct-08,118
ST1200R,Canada,Nov-08,120
ST1200R,Canada,Dec-08,120
ST1200R,Brazil,Jan-07,15
ST1200R,Brazil,Feb-07,14
ST1200R,Brazil,Mar-07,18
ST1200R,Brazil,Apr-07,19
ST1200R,Brazil,May-07,14
ST1200R,Brazil,Jun-07,15
ST1200R,Brazil,Jul-07,11
ST1200R,Brazil,Aug-07,13
ST1200R,Brazil,Sep-07,20
ST1200R,Brazil,Oct-07,14
ST1200R,Brazil,Nov-07,17
ST1200R,Brazil,Dec-07,16
ST1200R,Brazil,Jan-08,17
ST1200R,Brazil,Feb-08,23
ST1200R,Brazil,Mar-08,17
ST1200R,Brazil,Apr-08,22
ST1200R,Brazil,May-08,22
ST1200R,Brazil,Jun-08,18
ST1200R,Brazil,Jul-08,24
ST1200R,Brazil,Aug-08,21
ST1200R,Brazil,Sep-08,25
ST1200R,Brazil,Oct-08,22
ST1200R,Brazil,Nov-08,17
ST1200R,Brazil,Dec-08,24
ST1200R,Argentina,Jan-07,47
ST1200R,Argentina,Feb-07,47
ST1200R,Argentina,Mar-07,54
ST1200R,Argentina,Apr-07,57
ST1200R,Argentina,May-07,53
ST1200R,Argentina,Jun-07,54
ST1200R,Argentina,Jul-07,56
ST1200R,Argentina,Aug-07,58
ST1200R,Argentina,Sep-07,63
ST1200R,Argentina,Oct-07,63
ST1200R,Argentina,Nov-07,59
ST1200R,Argentina,Dec-07,58
ST1200R,Argentina,Jan-08,64
ST1200R,Argentina,Feb-08,73
ST1200R,Argentina,Mar-08,67
ST1200R,Argentina,Apr-08,69
ST1200R,Argentina,May-08,72
ST1200R,Argentina,Jun-08,78
ST1200R,Argentina,Jul-08,77
ST1200R,Argentina,Aug-08,77
ST1200R,Argentina,Sep-08,75
ST1200R,Argentina,Oct-08,77
ST1200R,Argentina,Nov-08,80
ST1200R,Argentina,Dec-08,80
ST1200R,UK,Jan-07,108
ST1200R,UK,Feb-07,110
ST1200R,UK,Mar-07,113
ST1200R,UK,Apr-07,124
ST1200R,UK,May-07,129
ST1200R,UK,Jun-07,128
ST1200R,UK,Jul-07,121
ST1200R,UK,Aug-07,121
ST1200R,UK,Sep-07,122
ST1200R,UK,Oct-07,127
ST1200R,UK,Nov-07,130
ST1200R,UK,Dec-07,130
ST1200R,UK,Jan-08,150
ST1200R,UK,Feb-08,151
ST1200R,UK,Mar-08,161
ST1200R,UK,Apr-08,168
ST1200R,UK,May-08,173
ST1200R,UK,Jun-08,181
ST1200R,UK,Jul-08,166
ST1200R,UK,Aug-08,166
ST1200R,UK,Sep-08,172
ST1200R,UK,Oct-08,175
ST1200R,UK,Nov-08,177
ST1200R,UK,Dec-08,177
ST1200R,France,Jan-07,69
ST1200R,France,Feb-07,68
ST1200R,France,Mar-07,69
ST1200R,France,Apr-07,78
ST1200R,France,May-07,80
ST1200R,France,Jun-07,86
ST1200R,France,Jul-07,71
ST1200R,France,Aug-07,72
ST1200R,France,Sep-07,84
ST1200R,France,Oct-07,80
ST1200R,France,Nov-07,85
ST1200R,France,Dec-07,83
ST1200R,France,Jan-08,94
ST1200R,France,Feb-08,101
ST1200R,France,Mar-08,97
ST1200R,France,Apr-08,110
